Year,Geography,Immig.,Reason,Age group,Both sexes,Men,Women
2011,Canada,      Recent immigrants 5+ years,"Part-time employment, all reasons",25-54,261.8,71.2,190.6
2011,Canada,      Recent immigrants 5+ years,"Part-time employment, all reasons",55+,165.9,69.4,96.5
2011,Canada,      Recent immigrants 5+ years,  Own illness,15+,22,8.6,13.5
2011,Canada,      Recent immigrants 5+ years,  Own illness,15-24,0,0,0
2011,Canada,      Recent immigrants 5+ years,  Own illness,25-54,11.1,3.3,7.8
2011,Canada,      Recent immigrants 5+ years,  Own illness,55+,10.4,5,5.4
2011,Canada,      Recent immigrants 5+ years,  Caring for children,15+,52.9,3.3,49.6
2011,Canada,      Recent immigrants 5+ years,  Caring for children,15-24,0,0,0
2011,Canada,      Recent immigrants 5+ years,  Caring for children,25-54,50.9,3,47.9
2011,Canada,      Recent immigrants 5+ years,  Caring for children,55+,1.7,0,1.5
2011,Canada,      Recent immigrants 5+ years,  Other personal or family responsibilities,15+,21.9,5.4,16.5
2011,Canada,      Recent immigrants 5+ years,  Other personal or family responsibilities,15-24,0,0,0
2011,Canada,      Recent immigrants 5+ years,  Other personal or family responsibilities,25-54,12.9,2.2,10.7
2011,Canada,      Recent immigrants 5+ years,  Other personal or family responsibilities,55+,8.3,2.8,5.6
2011,Canada,      Recent immigrants 5+ years,  Going to school,15+,91,37.8,53.2
2011,Canada,      Recent immigrants 5+ years,  Going to school,15-24,68.7,27.9,40.8
2011,Canada,      Recent immigrants 5+ years,  Going to school,25-54,21.3,9.6,11.7
2011,Canada,      Recent immigrants 5+ years,  Going to school,55+,0,0,0
2011,Canada,      Recent immigrants 5+ years,  Personal preference,15+,154.1,56.3,97.9
2011,Canada,      Recent immigrants 5+ years,  Personal preference,15-24,3.8,1.6,2.2
2011,Canada,      Recent immigrants 5+ years,  Personal preference,25-54,47.6,11.2,36.4
2011,Canada,      Recent immigrants 5+ years,  Personal preference,55+,102.8,43.5,59.3
2011,Canada,      Recent immigrants 5+ years,  Other voluntary,15+,12.5,4.5,7.9
2011,Canada,      Recent immigrants 5+ years,  Other voluntary,15-24,0,0,0
2011,Canada,      Recent immigrants 5+ years,  Other voluntary,25-54,7.8,2.6,5.2
2011,Canada,      Recent immigrants 5+ years,  Other voluntary,55+,3.6,0,2.3
2011,Canada,      Recent immigrants 5+ years,"  Business conditions, did not look for full-time work in last month",15+,78.2,30.1,48.2
2011,Canada,      Recent immigrants 5+ years,"  Business conditions, did not look for full-time work in last month",15-24,6.5,2.1,4.3
2011,Canada,      Recent immigrants 5+ years,"  Business conditions, did not look for full-time work in last month",25-54,48.7,17.6,31.1
2011,Canada,      Recent immigrants 5+ years,"  Business conditions, did not look for full-time work in last month",55+,23.1,10.4,12.7
2011,Canada,      Recent immigrants 5+ years,"  Could not find full-time work, did not look for full-time work in last month",15+,22.5,7.2,15.2
2011,Canada,      Recent immigrants 5+ years,"  Could not find full-time work, did not look for full-time work in last month",15-24,2.7,0,1.7
2011,Canada,      Recent immigrants 5+ years,"  Could not find full-time work, did not look for full-time work in last month",25-54,13.5,3.6,9.9
2011,Canada,      Recent immigrants 5+ years,"  Could not find full-time work, did not look for full-time work in last month",55+,6.3,2.6,3.7
2011,Canada,      Recent immigrants 5+ years,"  Business conditions, looked for full-time work in last month",15+,42.1,16,26
2011,Canada,      Recent immigrants 5+ years,"  Business conditions, looked for full-time work in last month",15-24,5.4,2.3,3.2
2011,Canada,      Recent immigrants 5+ years,"  Business conditions, looked for full-time work in last month",25-54,30.2,11.2,19
2011,Canada,      Recent immigrants 5+ years,"  Business conditions, looked for full-time work in last month",55+,6.5,2.6,3.9
2011,Canada,      Recent immigrants 5+ years,"  Could not find full-time work, looked for full-time work in last month",15+,23.8,9.2,14.6
2011,Canada,      Recent immigrants 5+ years,"  Could not find full-time work, looked for full-time work in last month",15-24,3.7,1.6,2.1
2011,Canada,      Recent immigrants 5+ years,"  Could not find full-time work, looked for full-time work in last month",25-54,17.8,7,10.9
2011,Canada,      Recent immigrants 5+ years,"  Could not find full-time work, looked for full-time work in last month",55+,2.3,0,1.6
2011,Canada,"          Recent immigrants, 5+ to 10 years","Part-time employment, all reasons",15+,102.2,36.3,65.9
2011,Canada,"          Recent immigrants, 5+ to 10 years","Part-time employment, all reasons",15-24,35.1,15.3,19.7
2011,Canada,"          Recent immigrants, 5+ to 10 years","Part-time employment, all reasons",25-54,61.3,18.4,42.8
2011,Canada,"          Recent immigrants, 5+ to 10 years","Part-time employment, all reasons",55+,5.9,2.6,3.3
2011,Canada,"          Recent immigrants, 5+ to 10 years",  Own illness,15+,1.7,0,0
2011,Canada,"          Recent immigrants, 5+ to 10 years",  Own illness,15-24,0,0,0
2011,Canada,"          Recent immigrants, 5+ to 10 years",  Own illness,25-54,0,0,0
2011,Canada,"          Recent immigrants, 5+ to 10 years",  Own illness,55+,0,0,0
2011,Canada,"          Recent immigrants, 5+ to 10 years",  Caring for children,15+,13.4,0,12.4
2011,Canada,"          Recent immigrants, 5+ to 10 years",  Caring for children,15-24,0,0,0
2011,Canada,"          Recent immigrants, 5+ to 10 years",  Caring for children,25-54,13.3,0,12.4
2011,Canada,"          Recent immigrants, 5+ to 10 years",  Caring for children,55+,0,0,0
2011,Canada,"          Recent immigrants, 5+ to 10 years",  Other personal or family responsibilities,15+,2.5,0,1.8
2011,Canada,"          Recent immigrants, 5+ to 10 years",  Other personal or family responsibilities,15-24,0,0,0
2011,Canada,"          Recent immigrants, 5+ to 10 years",  Other personal or family responsibilities,25-54,2.3,0,1.8
2011,Canada,"          Recent immigrants, 5+ to 10 years",  Other personal or family responsibilities,55+,0,0,0
2011,Canada,"          Recent immigrants, 5+ to 10 years",  Going to school,15+,35.1,15.8,19.3
2011,Canada,"          Recent immigrants, 5+ to 10 years",  Going to school,15-24,27.5,12.1,15.5
2011,Canada,"          Recent immigrants, 5+ to 10 years",  Going to school,25-54,7.5,3.7,3.7
2011,Canada,"          Recent immigrants, 5+ to 10 years",  Going to school,55+,0,0,0
2011,Canada,"          Recent immigrants, 5+ to 10 years",  Personal preference,15+,10.5,3.5,7
2011,Canada,"          Recent immigrants, 5+ to 10 years",  Personal preference,15-24,0,0,0
2011,Canada,"          Recent immigrants, 5+ to 10 years",  Personal preference,25-54,6.7,1.8,4.9
2011,Canada,"          Recent immigrants, 5+ to 10 years",  Personal preference,55+,2.5,0,0
2011,Canada,"          Recent immigrants, 5+ to 10 years",  Other voluntary,15+,2.5,0,1.7
2011,Canada,"          Recent immigrants, 5+ to 10 years",  Other voluntary,15-24,0,0,0
2011,Canada,"          Recent immigrants, 5+ to 10 years",  Other voluntary,25-54,1.9,0,0
2011,Canada,"          Recent immigrants, 5+ to 10 years",  Other voluntary,55+,0,0,0
2011,Canada,"          Recent immigrants, 5+ to 10 years","  Business conditions, did not look for full-time work in last month",15+,14.7,6.6,8.1
2011,Canada,"          Recent immigrants, 5+ to 10 years","  Business conditions, did not look for full-time work in last month",15-24,2.1,0,0
2011,Canada,"          Recent immigrants, 5+ to 10 years","  Business conditions, did not look for full-time work in last month",25-54,11.3,4.9,6.4
2011,Canada,"          Recent immigrants, 5+ to 10 years","  Business conditions, did not look for full-time work in last month",55+,0,0,0
2011,Canada,"          Recent immigrants, 5+ to 10 years","  Could not find full-time work, did not look for full-time work in last month",15+,4.9,1.5,3.4
2011,Canada,"          Recent immigrants, 5+ to 10 years","  Could not find full-time work, did not look for full-time work in last month",15-24,0,0,0
2011,Canada,"          Recent immigrants, 5+ to 10 years","  Could not find full-time work, did not look for full-time work in last month",25-54,3.1,0,2.2
2011,Canada,"          Recent immigrants, 5+ to 10 years","  Could not find full-time work, did not look for full-time work in last month",55+,0,0,0
2011,Canada,"          Recent immigrants, 5+ to 10 years","  Business conditions, looked for full-time work in last month",15+,11,3.9,7.2
2011,Canada,"          Recent immigrants, 5+ to 10 years","  Business conditions, looked for full-time work in last month",15-24,1.5,0,0
2011,Canada,"          Recent immigrants, 5+ to 10 years","  Business conditions, looked for full-time work in last month",25-54,9,2.9,6
2011,Canada,"          Recent immigrants, 5+ to 10 years","  Business conditions, looked for full-time work in last month",55+,0,0,0
2011,Canada,"          Recent immigrants, 5+ to 10 years","  Could not find full-time work, looked for full-time work in last month",15+,5.9,2.1,3.7
2011,Canada,"          Recent immigrants, 5+ to 10 years","  Could not find full-time work, looked for full-time work in last month",15-24,0,0,0
2011,Canada,"          Recent immigrants, 5+ to 10 years","  Could not find full-time work, looked for full-time work in last month",25-54,5,1.8,3.2
2011,Canada,"          Recent immigrants, 5+ to 10 years","  Could not find full-time work, looked for full-time work in last month",55+,0,0,0
2011,Canada,"          Established immigrants, 10+ years","Part-time employment, all reasons",15+,418.8,142.1,276.7
2011,Canada,"          Established immigrants, 10+ years","Part-time employment, all reasons",15-24,58.2,22.5,35.7
2011,Canada,"          Established immigrants, 10+ years","Part-time employment, all reasons",25-54,200.5,52.7,147.8
2011,Canada,"          Established immigrants, 10+ years","Part-time employment, all reasons",55+,160,66.8,93.2
2011,Canada,"          Established immigrants, 10+ years",  Own illness,15+,20.3,8,12.3
2011,Canada,"          Established immigrants, 10+ years",  Own illness,15-24,0,0,0
2011,Canada,"          Established immigrants, 10+ years",  Own illness,25-54,9.8,2.9,6.9
2011,Canada,"          Established immigrants, 10+ years",  Own illness,55+,10.2,5,5.2
2011,Canada,"          Established immigrants, 10+ years",  Caring for children,15+,39.5,2.3,37.2
2011,Canada,"          Established immigrants, 10+ years",  Caring for children,15-24,0,0,0
2011,Canada,"          Established immigrants, 10+ years",  Caring for children,25-54,37.6,2.1,35.5
2011,Canada,"          Established immigrants, 10+ years",  Caring for children,55+,1.7,0,0
2011,Canada,"          Established immigrants, 10+ years",  Other personal or family responsibilities,15+,19.4,4.8,14.6
2011,Canada,"          Established immigrants, 10+ years",  Other personal or family responsibilities,15-24,0,0,0
2011,Canada,"          Established immigrants, 10+ years",  Other personal or family responsibilities,25-54,10.6,1.8,8.9
2011,Canada,"          Established immigrants, 10+ years",  Other personal or family responsibilities,55+,8.2,2.7,5.5
2011,Canada,"          Established immigrants, 10+ years",  Going to school,15+,55.9,22,33.8
2011,Canada,"          Established immigrants, 10+ years",  Going to school,15-24,41.2,15.8,25.4
2011,Canada,"          Established immigrants, 10+ years",  Going to school,25-54,13.8,5.9,8
2011,Canada,"          Established immigrants, 10+ years",  Going to school,55+,0,0,0
2011,Canada,"          Established immigrants, 10+ years",  Personal preference,15+,143.7,52.7,90.9
2011,Canada,"          Established immigrants, 10+ years",  Personal preference,15-24,2.5,0,1.5
2011,Canada,"          Established immigrants, 10+ years",  Personal preference,25-54,40.9,9.3,31.6
2011,Canada,"          Established immigrants, 10+ years",  Personal preference,55+,100.3,42.4,57.9
2011,Canada,"          Established immigrants, 10+ years",  Other voluntary,15+,9.9,3.8,6.2
2011,Canada,"          Established immigrants, 10+ years",  Other voluntary,15-24,0,0,0
2011,Canada,"          Established immigrants, 10+ years",  Other voluntary,25-54,5.9,2.1,3.8
2011,Canada,"          Established immigrants, 10+ years",  Other voluntary,55+,3.4,0,2.1
2011,Canada,"          Established immigrants, 10+ years","  Business conditions, did not look for full-time work in last month",15+,63.6,23.5,40.1
2011,Canada,"          Established immigrants, 10+ years","  Business conditions, did not look for full-time work in last month",15-24,4.4,0,3.1
2011,Canada,"          Established immigrants, 10+ years","  Business conditions, did not look for full-time work in last month",25-54,37.4,12.6,24.8
2011,Canada,"          Established immigrants, 10+ years","  Business conditions, did not look for full-time work in last month",55+,21.8,9.6,12.2
2011,Canada,"          Established immigrants, 10+ years","  Could not find full-time work, did not look for full-time work in last month",15+,17.6,5.7,11.8
2011,Canada,"          Established immigrants, 10+ years","  Could not find full-time work, did not look for full-time work in last month",15-24,1.6,0,0
2011,Canada,"          Established immigrants, 10+ years","  Could not find full-time work, did not look for full-time work in last month",25-54,10.4,2.7,7.7
2011,Canada,"          Established immigrants, 10+ years","  Could not find full-time work, did not look for full-time work in last month",55+,5.6,2.4,3.1
2011,Canada,"          Established immigrants, 10+ years","  Business conditions, looked for full-time work in last month",15+,31,12.2,18.9
2011,Canada,"          Established immigrants, 10+ years","  Business conditions, looked for full-time work in last month",15-24,3.9,1.5,2.4
2011,Canada,"          Established immigrants, 10+ years","  Business conditions, looked for full-time work in last month",25-54,21.2,8.2,12.9
2011,Canada,"          Established immigrants, 10+ years","  Business conditions, looked for full-time work in last month",55+,5.9,2.4,3.5
2011,Canada,"          Established immigrants, 10+ years","  Could not find full-time work, looked for full-time work in last month",15+,18,7.1,10.9
2011,Canada,"          Established immigrants, 10+ years","  Could not find full-time work, looked for full-time work in last month",15-24,3.1,0,1.6
2011,Canada,"          Established immigrants, 10+ years","  Could not find full-time work, looked for full-time work in last month",25-54,12.8,5.2,7.7
2011,Canada,"          Established immigrants, 10+ years","  Could not find full-time work, looked for full-time work in last month",55+,2.1,0,1.6
2011,Canada,  Non-landed immigrants,"Part-time employment, all reasons",15+,48.8,20.3,28.4
2011,Canada,  Non-landed immigrants,"Part-time employment, all reasons",15-24,15.2,8.2,7
2011,Canada,  Non-landed immigrants,"Part-time employment, all reasons",25-54,28.4,10.3,18.2
2011,Canada,  Non-landed immigrants,"Part-time employment, all reasons",55+,5.1,1.9,3.3
2011,Canada,  Non-landed immigrants,  Own illness,15+,0,0,0
2011,Canada,  Non-landed immigrants,  Own illness,15-24,0,0,0
2011,Canada,  Non-landed immigrants,  Own illness,25-54,0,0,0
2011,Canada,  Non-landed immigrants,  Own illness,55+,0,0,0
2011,Canada,  Non-landed immigrants,  Caring for children,15+,4.7,0,4.4
2011,Canada,  Non-landed immigrants,  Caring for children,15-24,0,0,0
2011,Canada,  Non-landed immigrants,  Caring for children,25-54,4.7,0,4.3
2011,Canada,  Non-landed immigrants,  Caring for children,55+,0,0,0
2011,Canada,  Non-landed immigrants,  Other personal or family responsibilities,15+,0,0,0
2011,Canada,  Non-landed immigrants,  Other personal or family responsibilities,15-24,0,0,0
2011,Canada,  Non-landed immigrants,  Other personal or family responsibilities,25-54,0,0,0
2011,Canada,  Non-landed immigrants,  Other personal or family responsibilities,55+,0,0,0
2011,Canada,  Non-landed immigrants,  Going to school,15+,16.7,9.4,7.3
2011,Canada,  Non-landed immigrants,  Going to school,15-24,10.4,5.5,4.8
2011,Canada,  Non-landed immigrants,  Going to school,25-54,6.3,3.9,2.4
2011,Canada,  Non-landed immigrants,  Going to school,55+,0,0,0
2011,Canada,  Non-landed immigrants,  Personal preference,15+,9.1,3.5,5.6
2011,Canada,  Non-landed immigrants,  Personal preference,15-24,0,0,0
2011,Canada,  Non-landed immigrants,  Personal preference,25-54,5,1.7,3.3
2011,Canada,  Non-landed immigrants,  Personal preference,55+,2.8,0,1.6
2011,Canada,  Non-landed immigrants,  Other voluntary,15+,1.5,0,0
2011,Canada,  Non-landed immigrants,  Other voluntary,15-24,0,0,0
2011,Canada,  Non-landed immigrants,  Other voluntary,25-54,0,0,0
2011,Canada,  Non-landed immigrants,  Other voluntary,55+,0,0,0
2011,Canada,  Non-landed immigrants,"  Business conditions, did not look for full-time work in last month",15+,7.3,2.6,4.6
2011,Canada,  Non-landed immigrants,"  Business conditions, did not look for full-time work in last month",15-24,1.5,0,0
2011,Canada,  Non-landed immigrants,"  Business conditions, did not look for full-time work in last month",25-54,5,1.6,3.4
2011,Canada,  Non-landed immigrants,"  Business conditions, did not look for full-time work in last month",55+,0,0,0
2011,Canada,  Non-landed immigrants,"  Could not find full-time work, did not look for full-time work in last month",15+,2,0,0
2011,Canada,  Non-landed immigrants,"  Could not find full-time work, did not look for full-time work in last month",15-24,0,0,0
2011,Canada,  Non-landed immigrants,"  Could not find full-time work, did not look for full-time work in last month",25-54,0,0,0
2011,Canada,  Non-landed immigrants,"  Could not find full-time work, did not look for full-time work in last month",55+,0,0,0
2011,Canada,  Non-landed immigrants,"  Business conditions, looked for full-time work in last month",15+,3.4,1.8,1.5
2011,Canada,  Non-landed immigrants,"  Business conditions, looked for full-time work in last month",15-24,0,0,0
2011,Canada,  Non-landed immigrants,"  Business conditions, looked for full-time work in last month",25-54,2.2,0,0
2011,Canada,  Non-landed immigrants,"  Business conditions, looked for full-time work in last month",55+,0,0,0
2011,Canada,  Non-landed immigrants,"  Could not find full-time work, looked for full-time work in last month",15+,2,0,0
2011,Canada,  Non-landed immigrants,"  Could not find full-time work, looked for full-time work in last month",15-24,0,0,0
2011,Canada,  Non-landed immigrants,"  Could not find full-time work, looked for full-time work in last month",25-54,1.5,0,0
2011,Canada,  Non-landed immigrants,"  Could not find full-time work, looked for full-time work in last month",55+,0,0,0
2011,Ontario,Total,"Part-time employment, all reasons",15+,1284.8,435.6,849.3
2011,Ontario,Total,"Part-time employment, all reasons",15-24,476.7,204.7,272
2011,Ontario,Total,"Part-time employment, all reasons",25-54,543.5,132.4,411.1
2011,Ontario,Total,"Part-time employment, all reasons",55+,264.6,98.4,166.2
2011,Ontario,Total,  Own illness,15+,40.5,15.4,25
2011,Ontario,Total,  Own illness,15-24,2.5,0,0
2011,Ontario,Total,  Own illness,25-54,23.4,8,15.4
2011,Ontario,Total,  Own illness,55+,14.6,6.2,8.4
2011,Ontario,Total,  Caring for children,15+,107.6,5,102.6
2011,Ontario,Total,  Caring for children,15-24,2.1,0,2.1
2011,Ontario,Total,  Caring for children,25-54,103.6,4.9,98.8
2011,Ontario,Total,  Caring for children,55+,1.8,0,1.7
2011,Ontario,Total,  Other personal or family responsibilities,15+,36.3,7.3,29
2011,Ontario,Total,  Other personal or family responsibilities,15-24,2.9,0,1.7
2011,Ontario,Total,  Other personal or family responsibilities,25-54,22.4,2.7,19.7
2011,Ontario,Total,  Other personal or family responsibilities,55+,10.9,3.4,7.6
2011,Ontario,Total,  Going to school,15+,369.3,157.2,212.1
2011,Ontario,Total,  Going to school,15-24,329,140.3,188.7
2011,Ontario,Total,  Going to school,25-54,39.2,16.6,22.6
2011,Ontario,Total,  Going to school,55+,0,0,0
2011,Ontario,Total,  Personal preference,15+,303.4,94.5,208.8
2011,Ontario,Total,  Personal preference,15-24,20.7,9.1,11.6
2011,Ontario,Total,  Personal preference,25-54,109,21.2,87.8
2011,Ontario,Total,  Personal preference,55+,173.6,64.2,109.5
2011,Ontario,Total,  Other voluntary,15+,28.3,10.4,17.9
2011,Ontario,Total,  Other voluntary,15-24,7.4,3.6,3.8
2011,Ontario,Total,  Other voluntary,25-54,15.1,4.9,10.3
2011,Ontario,Total,  Other voluntary,55+,5.8,1.9,3.8
2011,Ontario,Total,"  Business conditions, did not look for full-time work in last month",15+,204.1,74,130.1
2011,Ontario,Total,"  Business conditions, did not look for full-time work in last month",15-24,52.1,22.6,29.6
2011,Ontario,Total,"  Business conditions, did not look for full-time work in last month",25-54,115,36.5,78.5
2011,Ontario,Total,"  Business conditions, did not look for full-time work in last month",55+,36.9,14.9,22
2011,Ontario,Total,"  Could not find full-time work, did not look for full-time work in last month",15+,41.1,11.7,29.4
2011,Ontario,Total,"  Could not find full-time work, did not look for full-time work in last month",15-24,10.3,3.7,6.7
2011,Ontario,Total,"  Could not find full-time work, did not look for full-time work in last month",25-54,23.3,5.6,17.7
2011,Ontario,Total,"  Could not find full-time work, did not look for full-time work in last month",55+,7.4,2.4,5
2011,Ontario,Total,"  Business conditions, looked for full-time work in last month",15+,104.6,40.9,63.8
2011,Ontario,Total,"  Business conditions, looked for full-time work in last month",15-24,32.8,14.9,17.9
2011,Ontario,Total,"  Business conditions, looked for full-time work in last month",25-54,62.4,22.2,40.3
2011,Ontario,Total,"  Business conditions, looked for full-time work in last month",55+,9.5,3.8,5.6
2011,Ontario,Total,"  Could not find full-time work, looked for full-time work in last month",15+,49.8,19.2,30.6
2011,Ontario,Total,"  Could not find full-time work, looked for full-time work in last month",15-24,16.8,8.2,8.6
2011,Ontario,Total,"  Could not find full-time work, looked for full-time work in last month",25-54,29.9,9.8,20.1
2011,Ontario,Total,"  Could not find full-time work, looked for full-time work in last month",55+,3,0,1.9
2011,Ontario,  Born in Canada,"Part-time employment, all reasons",15+,952.9,322.1,630.8
2011,Ontario,  Born in Canada,"Part-time employment, all reasons",15-24,410.5,176.7,233.8
2011,Ontario,  Born in Canada,"Part-time employment, all reasons",25-54,374,84.8,289.2
2011,Ontario,  Born in Canada,"Part-time employment, all reasons",55+,168.4,60.6,107.8
2011,Ontario,  Born in Canada,  Own illness,15+,29.3,11.2,18
2011,Ontario,  Born in Canada,  Own illness,15-24,2.3,0,0
2011,Ontario,  Born in Canada,  Own illness,25-54,17.6,6.3,11.3
2011,Ontario,  Born in Canada,  Own illness,55+,9.3,3.8,5.6
2011,Ontario,  Born in Canada,  Caring for children,15+,79.5,2.9,76.6
2011,Ontario,  Born in Canada,  Caring for children,15-24,2.1,0,2
2011,Ontario,  Born in Canada,  Caring for children,25-54,76.4,2.9,73.5
2011,Ontario,  Born in Canada,  Caring for children,55+,0,0,0
2011,Ontario,  Born in Canada,  Other personal or family responsibilities,15+,24.4,4,20.3
2011,Ontario,  Born in Canada,  Other personal or family responsibilities,15-24,2.3,0,1.5
2011,Ontario,  Born in Canada,  Other personal or family responsibilities,25-54,16,1.7,14.3
2011,Ontario,  Born in Canada,  Other personal or family responsibilities,55+,6,1.5,4.6
2011,Ontario,  Born in Canada,  Going to school,15+,307.8,131.1,176.8
2011,Ontario,  Born in Canada,  Going to school,15-24,283,121,161.9
2011,Ontario,  Born in Canada,  Going to school,25-54,24.2,9.9,14.3
2011,Ontario,  Born in Canada,  Going to school,55+,0,0,0
2011,Ontario,  Born in Canada,  Personal preference,15+,213.7,64.2,149.5
2011,Ontario,  Born in Canada,  Personal preference,15-24,18.2,8,10.2
2011,Ontario,  Born in Canada,  Personal preference,25-54,80.3,15.1,65.3
2011,Ontario,  Born in Canada,  Personal preference,55+,115.2,41.2,74
2011,Ontario,  Born in Canada,  Other voluntary,15+,19.5,7.8,11.7
2011,Ontario,  Born in Canada,  Other voluntary,15-24,6.3,3,3.3
2011,Ontario,  Born in Canada,  Other voluntary,25-54,9.6,3.5,6
2011,Ontario,  Born in Canada,  Other voluntary,55+,3.7,0,2.4
2011,Ontario,  Born in Canada,"  Business conditions, did not look for full-time work in last month",15+,146.5,52.1,94.4
2011,Ontario,  Born in Canada,"  Business conditions, did not look for full-time work in last month",15-24,45.4,20.2,25.2
2011,Ontario,  Born in Canada,"  Business conditions, did not look for full-time work in last month",25-54,79.1,23.2,55.9
2011,Ontario,  Born in Canada,"  Business conditions, did not look for full-time work in last month",55+,22,8.7,13.3
2011,Ontario,  Born in Canada,"  Could not find full-time work, did not look for full-time work in last month",15+,28,8,20
2011,Ontario,  Born in Canada,"  Could not find full-time work, did not look for full-time work in last month",15-24,9,3.1,5.9
2011,Ontario,  Born in Canada,"  Could not find full-time work, did not look for full-time work in last month",25-54,15.6,4,11.5
2011,Ontario,  Born in Canada,"  Could not find full-time work, did not look for full-time work in last month",55+,3.5,0,2.6
2011,Ontario,  Born in Canada,"  Business conditions, looked for full-time work in last month",15+,71.5,28.1,43.4
2011,Ontario,  Born in Canada,"  Business conditions, looked for full-time work in last month",15-24,27.6,12.5,15.1
2011,Ontario,  Born in Canada,"  Business conditions, looked for full-time work in last month",25-54,38.8,13.4,25.5
2011,Ontario,  Born in Canada,"  Business conditions, looked for full-time work in last month",55+,5.1,2.2,2.8
2011,Ontario,  Born in Canada,"  Could not find full-time work, looked for full-time work in last month",15+,32.5,12.6,20
2011,Ontario,  Born in Canada,"  Could not find full-time work, looked for full-time work in last month",15-24,14.4,7,7.4
2011,Ontario,  Born in Canada,"  Could not find full-time work, looked for full-time work in last month",25-54,16.3,4.8,11.5
2011,Ontario,  Born in Canada,"  Could not find full-time work, looked for full-time work in last month",55+,1.8,0,0
2011,Ontario,  Total Landed immigrants,"Part-time employment, all reasons",15+,314.9,106.1,208.8
2011,Ontario,  Total Landed immigrants,"Part-time employment, all reasons",15-24,60.4,24.3,36.1
2011,Ontario,  Total Landed immigrants,"Part-time employment, all reasons",25-54,160.3,44.5,115.8
2011,Ontario,  Total Landed immigrants,"Part-time employment, all reasons",55+,94.2,37.3,56.9
2011,Ontario,  Total Landed immigrants,  Own illness,15+,10.9,4.1,6.8
2011,Ontario,  Total Landed immigrants,  Own illness,15-24,0,0,0
2011,Ontario,  Total Landed immigrants,  Own illness,25-54,5.6,1.6,4
2011,Ontario,  Total Landed immigrants,  Own illness,55+,5.1,2.4,2.7
2011,Ontario,  Total Landed immigrants,  Caring for children,15+,26.4,2,24.4
2011,Ontario,  Total Landed immigrants,  Caring for children,15-24,0,0,0
2011,Ontario,  Total Landed immigrants,  Caring for children,25-54,25.6,1.9,23.6
2011,Ontario,  Total Landed immigrants,  Caring for children,55+,0,0,0
2011,Ontario,  Total Landed immigrants,  Other personal or family responsibilities,15+,11.6,3.2,8.3
2011,Ontario,  Total Landed immigrants,  Other personal or family responsibilities,15-24,0,0,0
2011,Ontario,  Total Landed immigrants,  Other personal or family responsibilities,25-54,6.1,0,5.1
2011,Ontario,  Total Landed immigrants,  Other personal or family responsibilities,55+,4.9,1.9,3
2011,Ontario,  Total Landed immigrants,  Going to school,15+,56.2,22.9,33.2
2011,Ontario,  Total Landed immigrants,  Going to school,15-24,42.2,16.8,25.3
2011,Ontario,  Total Landed immigrants,  Going to school,25-54,13.6,6,7.7
2011,Ontario,  Total Landed immigrants,  Going to school,55+,0,0,0
2011,Ontario,  Total Landed immigrants,  Personal preference,15+,86.8,29.2,57.6
2011,Ontario,  Total Landed immigrants,  Personal preference,15-24,2,0,0
2011,Ontario,  Total Landed immigrants,  Personal preference,25-54,27,5.6,21.4
2011,Ontario,  Total Landed immigrants,  Personal preference,55+,57.7,22.6,35.1
2011,Ontario,  Total Landed immigrants,  Other voluntary,15+,8.2,2.5,5.6
2011,Ontario,  Total Landed immigrants,  Other voluntary,15-24,0,0,0
2011,Ontario,  Total Landed immigrants,  Other voluntary,25-54,5.1,0,3.8
2011,Ontario,  Total Landed immigrants,  Other voluntary,55+,1.9,0,0
2011,Ontario,  Total Landed immigrants,"  Business conditions, did not look for full-time work in last month",15+,54.3,20.7,33.6
2011,Ontario,  Total Landed immigrants,"  Business conditions, did not look for full-time work in last month",15-24,6,2,4.1
2011,Ontario,  Total Landed immigrants,"  Business conditions, did not look for full-time work in last month",25-54,33.8,12.5,21.3
2011,Ontario,  Total Landed immigrants,"  Business conditions, did not look for full-time work in last month",55+,14.4,6.2,8.2
2011,Ontario,  Total Landed immigrants,"  Could not find full-time work, did not look for full-time work in last month",15+,12.7,3.4,9.2
2011,Ontario,  Total Landed immigrants,"  Could not find full-time work, did not look for full-time work in last month",15-24,0,0,0
2011,Ontario,  Total Landed immigrants,"  Could not find full-time work, did not look for full-time work in last month",25-54,7.6,1.5,6.1
2011,Ontario,  Total Landed immigrants,"  Could not find full-time work, did not look for full-time work in last month",55+,3.8,1.5,2.3
2011,Ontario,  Total Landed immigrants,"  Business conditions, looked for full-time work in last month",15+,31.5,11.9,19.6
2011,Ontario,  Total Landed immigrants,"  Business conditions, looked for full-time work in last month",15-24,4.9,2.2,2.7
2011,Ontario,  Total Landed immigrants,"  Business conditions, looked for full-time work in last month",25-54,22.7,8.2,14.4
2011,Ontario,  Total Landed immigrants,"  Business conditions, looked for full-time work in last month",55+,3.9,0,2.5
2011,Ontario,  Total Landed immigrants,"  Could not find full-time work, looked for full-time work in last month",15+,16.4,6.2,10.3
2011,Ontario,  Total Landed immigrants,"  Could not find full-time work, looked for full-time work in last month",15-24,2.2,0,0
2011,Ontario,  Total Landed immigrants,"  Could not find full-time work, looked for full-time work in last month",25-54,13.1,4.8,8.3
2011,Ontario,  Total Landed immigrants,"  Could not find full-time work, looked for full-time work in last month",55+,0,0,0
